p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
3.16851602115001e-168	1.63736203736006	0.219	0.103	4.69795870455913e-164	TXNDC15
2.88684106574258e-155	0.837794186268383	0.263	0.1	4.28031924817653e-151	FOLR3
6.78014466792325e-97	-0.33362251759691	0.638	0.741	1.00529204991298e-92	MNDA
3.03647247543369e-77	-0.452518507055258	0.302	0.415	4.50217773932553e-73	HLA-DRB5
4.27759646574171e-68	-0.314604276550558	0.585	0.675	6.34239227975523e-64	LGALS2
1.78803967226936e-49	0.291719676881597	0.596	0.508	2.65112642207378e-45	UBC
2.52097983728676e-45	0.334781691159926	0.339	0.233	3.73785680474508e-41	SMDT1
1.33754320029749e-41	0.307217021194632	0.125	0.057	1.98317530308108e-37	TIPARP
2.63944247570817e-40	-0.335376699695543	0.162	0.252	3.9135013587325e-36	DUSP6
3.69520019698561e-29	0.276005604334879	0.462	0.383	5.47887333207057e-25	IL8
