p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
2.23853463319954e-08	-1.20779883264671	0.057	0.367	0.000331907530064496	HLA-DQA2
3.53140298733865e-08	-1.18459645756635	0.257	0.549	0.000523601120932701	HLA-DRB5
2.90695133943285e-07	-1.78667378910012	0.1	0.367	0.00431013675097709	TXNDC15
1.16160534248608e-05	0.635491418050082	0.757	0.57	0.172231224130412	MNDA
1.69429689266071e-05	0.461551568758191	0.914	0.808	0.251213400274804	CD52
2.12858790721617e-05	0.390876615517471	0.914	0.843	0.315605729002942	GPX1
2.28841374489127e-05	-0.458806231951943	0.786	0.923	0.339303105955029	RPS5
3.6167338092916e-05	0.685399724578022	0.443	0.182	0.536253121903666	NUP214
3.68408147923796e-05	-0.413402686214235	0.829	0.92	0.546238760926612	RPL14
5.25805047453452e-05	0.308685316286796	1	0.958	0.779611143859234	FOS
7.24717113631901e-05	-0.559200213760669	0	0.126	1	CRBN
8.84168043340093e-05	0.621250802857477	0.543	0.329	1	DYNLL1
9.09127055158245e-05	0.593711784243495	0.186	0.031	1	SGK1
0.000132761753369137	0.474057741602804	0.129	0.01	1	UTP6
0.000343675101003017	0.597063306286146	0.243	0.066	1	UBE2K
0.000787588085112215	-0.272403480997697	0.871	0.962	1	RPL29
0.000906684833776129	0.435007284830243	0.7	0.528	1	KLF6
0.00092491368185562	0.532873377243837	0.686	0.528	1	ITGB2
0.00107149591339744	-0.558500175130249	0.057	0.234	1	TIPARP
0.00121551212035434	-0.519169407512938	0.014	0.147	1	ACADVL
0.0012378991375813	-0.303632063010747	0.886	0.941	1	RPS21
0.00133279326373118	0.414859869145907	0.443	0.427	1	MCL1
0.00137468384384517	0.531296843522533	0.129	0.108	1	EIF5B
0.00190960479693869	0.508641411382094	0.229	0.073	1	NR4A1
0.00204248196726625	-0.641698303839091	0.143	0.311	1	HLA-DQB2
0.00205970347615072	0.350899889913859	0.9	0.815	1	VIM
0.00209735562148061	0.385027692097877	0.8	0.689	1	ZFP36
0.00226104408540603	0.27766562019523	0.129	0.024	1	GIMAP7
0.00311460909131591	-0.501696874291883	0.6	0.72	1	RPS10
0.00323795417537114	0.61732855579938	0.214	0.073	1	DUSP6
0.00355387488665747	0.532523231223449	0.3	0.238	1	CLTA
0.00380277601422673	0.431045856049828	0.129	0.024	1	TMEM55A
0.00394699017578634	0.404324106962633	0.757	0.601	1	ATP5J2
0.00406249459539687	0.391341327350037	0.157	0.038	1	PYGL
0.0047482737294298	-0.334150650116639	0.129	0.301	1	CDKN1A
0.0048193151894089	-0.349455036890573	0.3	0.514	1	TXNIP
0.00500417234798862	0.382693760862316	0.843	0.759	1	CRIP1
0.00544288306687214	0.615747696422849	0.2	0.066	1	OTUD1
0.00585891818764052	-0.655998811780167	0.143	0.315	1	LY6E
0.0061683793537577	0.636165702866929	0.3	0.164	1	XRCC5
0.00649492220386776	-0.444010866705399	0.114	0.283	1	LGALS9
0.00657384494301	-0.342290675923231	0.143	0.315	1	CIB1
0.00666714875334277	-0.447555178834353	0.086	0.241	1	NINJ1
0.0067529178383291	0.378599120806365	0.143	0.035	1	SNRNP25
0.00812288229088511	0.253533379105544	0.357	0.378	1	C19orf43
0.00875814602042504	0.314548708719788	0.929	0.843	1	S100A11
0.00920332716025374	0.413880532598219	0.486	0.388	1	IGSF6
0.0101210882817541	0.466249004031916	0.157	0.045	1	AHR
0.0104502952670729	0.482347255840944	0.271	0.122	1	MFSD1
0.0104956774347682	0.42180447921786	0.2	0.073	1	HLA-G
0.0109027035294626	-0.539747106558037	0.086	0.227	1	TOB1
0.0109945215555277	0.306019273039285	0.6	0.545	1	UBL5
0.0120665183737675	0.502841243211793	0.271	0.129	1	PSENEN
