p_val	avg_diff	pct.1	pct.2	p_val_adj	avg_logFC	gene
6.78038764941654e-25	-0.311890838206628	0.012	0.145	1.35607752988331e-21	-0.311890838206628	GZMA
2.42737241526488e-23	-0.22270955165692	0.014	0.127	4.85474483052976e-20	-0.22270955165692	GZMB
5.62243769970072e-22	-0.131578947368421	0.039	0.136	1.12448753994014e-18	-0.131578947368421	PTPRCAP
9.80914110664428e-20	-3.00682261208577	0.045	0.285	1.96182822132886e-16	-3.00682261208577	GNLY
1.45600406309743e-17	-0.151072124756335	0.012	0.11	2.91200812619486e-14	-0.151072124756335	HOPX
1.17746575075169e-14	0.114522417153996	0.175	0.123	2.35493150150338e-11	0.114522417153996	LMNA
1.34052002802916e-14	-0.234892787524367	0.041	0.167	2.68104005605832e-11	-0.234892787524367	CTSW
2.34579041053501e-13	-0.882066276803119	0.138	0.289	4.69158082107003e-10	-0.882066276803119	NKG7
1.10064544329484e-12	-0.15448343079922	0.035	0.127	2.20129088658967e-09	-0.15448343079922	CST7
4.39727089485635e-10	0.0355750487329435	0.105	0.075	8.79454178971271e-07	0.0355750487329435	PLD4
5.45770299078846e-10	-0.450779727095517	0.049	0.175	1.09154059815769e-06	-0.450779727095517	CCL5
8.63461184344386e-09	-0.408869395711501	0.076	0.228	1.72692236868877e-05	-0.408869395711501	IFITM1
8.84818105953145e-09	-0.211988304093567	0.076	0.184	1.76963621190629e-05	-0.211988304093567	CMC1
1.20025439807245e-08	-0.0833333333333334	0.466	0.518	2.40050879614491e-05	-0.0833333333333334	IFITM2
1.99532917012378e-08	0.610136452241719	1	1	3.99065834024755e-05	0.610136452241719	B2M
1.20317456915032e-06	2.14327485380117	0.862	0.693	0.00240634913830064	2.14327485380117	HLA-DRB1
1.73035249893894e-06	4.29044834307992	0.977	0.89	0.00346070499787788	4.29044834307992	CD74
2.11572476371336e-06	-0.0706627680311891	0.053	0.118	0.00423144952742672	-0.0706627680311891	CD2
2.16491504827255e-06	0.116959064327485	0.136	0.048	0.00432983009654511	0.116959064327485	RGS1
2.58903164844886e-06	0.0545808966861598	0.745	0.689	0.00517806329689772	0.0545808966861598	RPSA
3.246443897466e-06	0.804093567251462	0.83	0.671	0.00649288779493201	0.804093567251462	HLA-DPB1
5.29289735323351e-06	-0.114522417153996	0.031	0.114	0.010585794706467	-0.114522417153996	CD7
1.192478983717e-05	2.3416179337232	0.92	0.789	0.0238495796743401	2.3416179337232	HLA-DRA
1.65834942240093e-05	0.641325536062378	0.688	0.504	0.0331669884480186	0.641325536062378	UBC
4.82747548085273e-05	0.303118908382066	0.365	0.206	0.0965495096170547	0.303118908382066	MAP3K8
5.3341310902167e-05	1.05799220272904	0.947	0.934	0.106682621804334	1.05799220272904	RPL3
6.28304010679933e-05	0.187621832358674	0.343	0.189	0.125660802135987	0.187621832358674	YBX3
0.000100922576868529	0.326998050682261	0.669	0.566	0.201845153737059	0.326998050682261	EEF1B2
0.000130989650505215	1.90350877192982	0.998	0.991	0.261979301010429	1.90350877192982	RPL10
0.000148273573731059	0.67056530214425	0.834	0.776	0.296547147462118	0.67056530214425	RPLP0
0.000255017957465057	0.0287524366471734	0.458	0.408	0.510035914930114	0.0287524366471734	NPM1
0.000257548943174274	0.344541910331384	0.513	0.36	0.515097886348548	0.344541910331384	CPVL
0.0002581258121773	0.0955165692007797	0.175	0.092	0.516251624354601	0.0955165692007797	GSN
0.000336069516800515	1.39376218323587	0.981	0.974	0.672139033601029	1.39376218323587	RPS3A
0.000459509208047519	0.091130604288499	0.164	0.07	0.919018416095037	0.091130604288499	SAMSN1
0.000574249818343885	0.578460038986355	0.786	0.632	1	0.578460038986355	HLA-DPA1
0.000654094704543433	0.0497076023391813	0.142	0.096	1	0.0497076023391813	ALOX5AP
0.000742541481397445	0.138888888888889	0.279	0.154	1	0.138888888888889	NR4A2
0.000784933786554896	0.123294346978558	0.251	0.14	1	0.123294346978558	CHMP1B
0.000810482259569327	-0.094541910331384	0.082	0.154	1	-0.094541910331384	IL2RG
0.00118684814717479	0.547270955165692	0.643	0.43	1	0.547270955165692	HLA-DQB1
0.00136584044536137	0.0984405458089669	0.181	0.105	1	0.0984405458089669	TIPARP
0.00137323780925188	1.37962962962963	0.973	0.965	1	1.37962962962963	RPL27A
0.00137750313433565	0.0818713450292398	0.138	0.057	1	0.0818713450292398	LILRB2
0.00149013707753206	0.115497076023392	0.181	0.083	1	0.115497076023392	TCOF1
0.00149157032025688	0.0487329434697856	0.189	0.118	1	0.0487329434697856	DDIT4
0.00176999750090663	0.0891812865497076	0.113	0.039	1	0.0891812865497076	TMX4
0.00202999844472909	-0.0462962962962963	0.246	0.281	1	-0.0462962962962963	SELL
0.00218571934198191	-0.0116959064327485	0.086	0.101	1	-0.0116959064327485	GYPC
