p_val	avg_diff	pct.1	pct.2	p_val_adj	avg_logFC	gene
1.20584063938368e-16	1.22001148797265	0.277	0.095	2.41168127876736e-13	1.22001148797265	TXNDC15
4.78813019344767e-14	6.40337214026534	1	1	9.57626038689533e-11	6.40337214026534	FTH1
2.86725661138383e-11	0.324543633281497	0.206	0.104	5.73451322276767e-08	0.324543633281497	C1QA
6.55329986870869e-10	0.12052284285294	0.291	0.202	1.31065997374174e-06	0.12052284285294	MAP3K8
1.17498447173981e-08	0.126174365009316	0.291	0.232	2.34996894347962e-05	0.126174365009316	IL8
2.44917204332658e-08	-1.90386248056151	0.932	0.979	4.89834408665316e-05	-1.90386248056151	CD52
9.8327687522208e-08	-0.0677159949004609	0.755	0.757	0.000196655375044416	-0.0677159949004609	S100A10
2.41088048948304e-07	-0.0158043682315527	0.122	0.142	0.000482176097896609	-0.0158043682315527	LILRA3
2.90471100897546e-07	0.0911878843917679	0.205	0.135	0.000580942201795093	0.0911878843917679	GADD45B
1.12748466288889e-06	-0.0935275080906149	0.475	0.537	0.00225496932577778	-0.0935275080906149	ID2
1.29031064866488e-06	0.0850670365233472	0.207	0.137	0.00258062129732975	0.0850670365233472	C12orf57
7.2820207491472e-06	0.0869079140923801	0.175	0.105	0.0145640414982944	0.0869079140923801	CXCL16
1.05603017175466e-05	0.0457809719945642	0.137	0.104	0.0211206034350932	0.0457809719945642	HLA-DQA2
2.09056062347547e-05	-0.0493310357388027	0.055	0.104	0.0418112124695093	-0.0493310357388027	CX3CR1
2.37761965960564e-05	0.254925118031914	0.515	0.428	0.0475523931921129	0.254925118031914	IER2
3.49325052116074e-05	-0.071163787668642	0.128	0.179	0.0698650104232147	-0.071163787668642	FBP1
5.00574100545244e-05	9.01632833186231	1	1	0.100114820109049	9.01632833186231	FTL
5.29366529607249e-05	0.125768083049636	0.267	0.197	0.10587330592145	0.125768083049636	IFITM1
6.96849397905004e-05	0.048777651690273	0.238	0.197	0.139369879581001	0.048777651690273	TAGLN2
7.46938460390753e-05	0.0319912018941145	0.368	0.319	0.149387692078151	0.0319912018941145	H1FX
0.000103370471759406	-0.288356519424481	0.607	0.681	0.206740943518813	-0.288356519424481	FCGR3A
0.000110706545610058	-0.199244875943905	0.751	0.777	0.221413091220117	-0.199244875943905	CRIP1
0.000121873662586423	-0.0844464058056291	0.139	0.205	0.243747325172847	-0.0844464058056291	OAS1
0.000133930906492404	0.0519606606985248	0.193	0.149	0.267861812984807	0.0519606606985248	SAMSN1
0.000134302799358942	0.498432312024545	0.656	0.572	0.268605598717885	0.498432312024545	UBC
0.000143995359324952	0.663622353913616	0.82	0.778	0.287990718649904	0.663622353913616	HLA-DPA1
0.000200295514384829	0.597797671584079	0.854	0.801	0.400591028769658	0.597797671584079	IFITM2
0.000201996750838309	3.40914414603735	1	1	0.403993501676617	3.40914414603735	B2M
0.00027016047822186	0.628551814959582	0.852	0.786	0.540320956443719	0.628551814959582	JUNB
0.000278767369124667	0.0330251194328864	0.191	0.164	0.557534738249333	0.0330251194328864	DSTN
0.000284884820758731	-0.0876434245366284	0.164	0.224	0.569769641517462	-0.0876434245366284	TNFSF10
0.00039831729991079	0.073730368876	0.195	0.143	0.796634599821581	0.073730368876	CDKN1A
0.000410166253618108	0.05344008742067	0.141	0.098	0.820332507236216	0.05344008742067	NR4A2
0.000418028874225505	0.0288039899690385	0.184	0.155	0.836057748451009	0.0288039899690385	RBP7
0.000449077548275961	0.059779486963953	0.32	0.289	0.898155096551921	0.059779486963953	CLEC2B
0.000496906970800093	0.0477367292901274	0.249	0.232	0.993813941600186	0.0477367292901274	UBBP4
0.00113390304778292	-0.0412516286302694	0.101	0.138	1	-0.0412516286302694	SSR1
0.00119756471494869	-0.041056893484078	0.129	0.167	1	-0.041056893484078	CTSL
0.00122149925382237	-0.0410092604267362	0.069	0.107	1	-0.0410092604267362	TBC1D8
0.0014424284550917	0.0995418820661538	0.628	0.57	1	0.0995418820661538	LY6E
0.00145461918559835	0.00740413847209964	0.567	0.546	1	0.00740413847209964	DRAP1
0.00153642065009183	0.143029462446938	0.657	0.627	1	0.143029462446938	TIMP1
0.00155192674076082	0.0456913097689797	0.135	0.093	1	0.0456913097689797	TCOF1
0.00157066142327985	0.0541125541125541	0.279	0.245	1	0.0541125541125541	WARS
0.00158900076492976	-0.0654043906471091	0.122	0.173	1	-0.0654043906471091	GIMAP4
0.00160952058419216	0.0366592415136104	0.166	0.137	1	0.0366592415136104	LIPA
0.00177301031593052	0.0421454489415654	0.211	0.176	1	0.0421454489415654	HSP90B1
0.00189599142868043	0.0512994017848387	0.137	0.097	1	0.0512994017848387	SULT1A1
0.00224349269481831	0.0832121492315667	0.221	0.165	1	0.0832121492315667	EVL
0.00238827839936447	0.0317460317460317	0.132	0.099	1	0.0317460317460317	LILRB1
0.00246138963847377	-0.0481261995825103	0.099	0.138	1	-0.0481261995825103	FPR1
0.00249902915789861	-0.0413595034954258	0.156	0.193	1	-0.0413595034954258	FAM89B
0.00267899925976	-0.0373639305678141	0.154	0.173	1	-0.0373639305678141	INSIG1
0.00275410255391351	-0.0365527676207288	0.226	0.244	1	-0.0365527676207288	VCAN
0.00292900721719902	0.131306126451758	0.486	0.419	1	0.131306126451758	BID
0.00294612259728178	0.131479847013828	0.571	0.515	1	0.131479847013828	SLC25A5
0.00312371047658411	0.169489625800305	0.2	0.147	1	0.169489625800305	G0S2
0.00321232299866032	0.826394317656454	0.985	0.984	1	0.826394317656454	SAT1
0.00366517322677393	0.0393841325880161	0.271	0.241	1	0.0393841325880161	PPIB
0.00378998138849379	0.0324395130220373	0.134	0.101	1	0.0324395130220373	CDH23
0.00382561937675578	-0.0451561383600219	0.094	0.137	1	-0.0451561383600219	LPAR6
0.00391384869498178	-0.0374213704310792	0.074	0.107	1	-0.0374213704310792	MAD1L1
