p_val	avg_diff	pct.1	pct.2	p_val_adj	avg_logFC	gene
5.74219798678142e-13	-0.480297759192232	0.161	0.373	1.14843959735628e-09	-0.480297759192232	HLA-DRB5
1.06950199035483e-12	1.11064647245552	0.899	0.85	2.13900398070965e-09	1.11064647245552	IFITM2
5.10863498318008e-12	0.200571622682175	0.985	0.979	1.02172699663602e-08	0.200571622682175	FCER1G
4.10169054860634e-11	-0.169436928230898	0.01	0.142	8.20338109721268e-08	-0.169436928230898	HLA-DQA2
4.28228185774078e-11	-2.04329339002706	0.101	0.407	8.56456371548156e-08	-2.04329339002706	TXNDC15
6.32772548387107e-11	-0.440096754167106	0.101	0.253	1.26554509677421e-07	-0.440096754167106	C1QA
8.5644058064224e-10	0.215166742804934	0.322	0.155	1.71288116128448e-06	0.215166742804934	DUSP6
1.26507745964803e-08	1.28752152370243	0.995	0.998	2.53015491929606e-05	1.28752152370243	LST1
1.7704284949465e-08	0.183141816307645	0.201	0.082	3.54085698989301e-05	0.183141816307645	LILRA3
2.82464813673766e-07	0.250061496292652	0.678	0.679	0.000564929627347531	0.250061496292652	TIMP1
4.33120166416044e-07	-0.191405746682129	0.181	0.315	0.000866240332832089	-0.191405746682129	MAP3K8
5.48666524850751e-07	-7.83131274086048	1	1	0.0010973330497015	-7.83131274086048	FTL
9.31649471603364e-07	-0.238916025348186	0.387	0.531	0.00186329894320673	-0.238916025348186	EEF1B2
2.75103256049311e-06	0.208706703681578	0.166	0.056	0.00550206512098622	0.208706703681578	VMO1
3.53058813111598e-06	0.0844724789448408	0.111	0.034	0.00706117626223196	0.0844724789448408	C3AR1
3.61798394346065e-06	0.120813859507327	0.131	0.034	0.00723596788692131	0.120813859507327	CX3CR1
9.58752161427911e-06	0.425765189584285	0.678	0.584	0.0191750432285582	0.425765189584285	FCGR3A
1.05164412003042e-05	-2.32977826193907	1	1	0.0210328824006084	-2.32977826193907	FTH1
1.23636785596638e-05	-0.195171662508346	0.106	0.235	0.0247273571193275	-0.195171662508346	GADD45B
2.69382155502561e-05	0.20768176547071	0.467	0.31	0.0538764311005121	0.20768176547071	LTA4H
3.07135209588766e-05	-0.196507010577362	0.196	0.317	0.0614270419177532	-0.196507010577362	NPM1
4.02453194054546e-05	-1.02609785524358	0.97	0.966	0.0804906388109093	-1.02609785524358	RPS6
