p_val	avg_diff	pct.1	pct.2	p_val_adj	avg_logFC	gene
6.36883754053582e-85	-1.59907098343052	0.099	0.32	1.27376750810716e-81	-1.59907098343052	TXNDC15
1.67075274500965e-52	-3.4067812886116	0.992	0.996	3.3415054900193e-49	-3.4067812886116	LYZ
5.76066060344855e-46	-0.137362145287992	0.046	0.154	1.15213212068971e-42	-0.137362145287992	TIPARP
1.95207942992276e-42	0.199018278276741	0.272	0.133	3.90415885984553e-39	0.199018278276741	DUSP6
9.38850693572153e-37	-0.147006423734731	0.123	0.228	1.87770138714431e-33	-0.147006423734731	MAP3K8
1.54585725490833e-33	-0.146570767992325	0.147	0.251	3.09171450981667e-30	-0.146570767992325	CDKN1A
2.67383555146063e-30	-0.344244064861456	0.275	0.405	5.34767110292127e-27	-0.344244064861456	MT2A
2.44947978828186e-27	-0.430305154605216	0.412	0.558	4.89895957656371e-24	-0.430305154605216	RPS10
1.56835708662255e-26	-0.127743675308018	0.142	0.233	3.1367141732451e-23	-0.127743675308018	GADD45B
3.78414506398755e-26	0.17873576453502	0.325	0.194	7.5682901279751e-23	0.17873576453502	TMEM176B
1.66137879768227e-25	-0.2143696101848	0.322	0.418	3.32275759536455e-22	-0.2143696101848	IFITM3
4.47396569287019e-25	-0.110763542386326	0.044	0.12	8.94793138574039e-22	-0.110763542386326	THBS1
2.41695609253748e-24	-0.0895131008483118	0.096	0.17	4.83391218507496e-21	-0.0895131008483118	SULT1A1
1.63920261521354e-23	-0.322045401137102	0.134	0.283	3.27840523042707e-20	-0.322045401137102	HLA-DRB5
4.77336832867767e-23	-0.203777256608512	0.32	0.415	9.54673665735534e-20	-0.203777256608512	HLA-DMA
9.78985509211332e-23	0.102771520511334	0.185	0.097	1.95797101842266e-19	0.102771520511334	TMEM176A
1.51307644617325e-22	-0.160401165042719	0.234	0.321	3.02615289234651e-19	-0.160401165042719	H1FX
4.36831192087329e-22	-0.226566132762282	0.355	0.46	8.73662384174659e-19	-0.226566132762282	EEF1B2
5.6391754553063e-22	-0.14327382827355	0.252	0.338	1.12783509106126e-18	-0.14327382827355	LY6E
1.17820153888636e-21	-0.137817947810721	0.196	0.287	2.35640307777273e-18	-0.137817947810721	NPM1
2.13263082204091e-21	-1.13691347501961	0.767	0.866	4.26526164408181e-18	-1.13691347501961	RPL10A
5.61026508243965e-21	-0.10381216789062	0.184	0.263	1.12205301648793e-17	-0.10381216789062	HMGB2
5.8048965309072e-20	-0.0689385323202886	0.452	0.527	1.16097930618144e-16	-0.0689385323202886	IFITM2
8.05162309773452e-20	-0.117035220395483	0.266	0.337	1.6103246195469e-16	-0.117035220395483	SOD2
9.64359639679351e-19	-0.0255197207568013	0.138	0.156	1.9287192793587e-15	-0.0255197207568013	HLA-DQA1
4.7839069705082e-18	-0.17730299022337	0.342	0.425	9.56781394101639e-15	-0.17730299022337	SLC25A5
8.02654951890207e-18	-0.264045026436399	0.394	0.49	1.60530990378041e-14	-0.264045026436399	RPSA
1.16815477216468e-17	-0.0812285830166465	0.097	0.162	2.33630954432937e-14	-0.0812285830166465	HMGN1
1.68362768069305e-17	-0.191676026831394	0.378	0.458	3.3672553613861e-14	-0.191676026831394	RNASET2
3.11887391130911e-17	-0.0929622443454458	0.171	0.242	6.23774782261821e-14	-0.0929622443454458	MEF2C
3.33245626229635e-17	0.0769036428025848	0.132	0.067	6.66491252459269e-14	0.0769036428025848	ANKRD28
9.57399858944465e-17	-0.384515419933901	0.544	0.655	1.91479971788893e-13	-0.384515419933901	RPLP0
1.15547985141757e-16	-0.816017763872088	0.659	0.782	2.31095970283514e-13	-0.816017763872088	RPS5
1.64050738904944e-16	-0.34181328963982	0.479	0.591	3.28101477809887e-13	-0.34181328963982	YBX1
6.09249860464096e-16	-0.0662419519494878	0.148	0.204	1.21849972092819e-12	-0.0662419519494878	HSP90B1
1.05533488931063e-15	-0.146804588289515	0.505	0.57	2.11066977862126e-12	-0.146804588289515	VCAN
2.84829316561362e-15	-3.26794092846364	0.957	0.985	5.69658633122723e-12	-3.26794092846364	RPL10
3.35364725066935e-15	-0.0704356439778626	0.068	0.124	6.70729450133871e-12	-0.0704356439778626	ETV6
4.28337528086595e-15	-0.0857063887646259	0.151	0.211	8.5667505617319e-12	-0.0857063887646259	BLVRA
6.36645390790263e-15	0.0692208813584047	0.325	0.288	1.27329078158053e-11	0.0692208813584047	FOLR3
7.12217347911822e-15	-0.0756934389436381	0.076	0.128	1.42443469582364e-11	-0.0756934389436381	CYP1B1
1.12333903700695e-14	-0.069076986288719	0.117	0.172	2.24667807401389e-11	-0.069076986288719	SELL
1.20890746808441e-14	-0.147154730508137	0.084	0.15	2.41781493616882e-11	-0.147154730508137	G0S2
1.53294216948864e-14	-1.37166162703045	0.883	0.935	3.06588433897728e-11	-1.37166162703045	RPS6
1.71464018733373e-14	-0.0924865891559734	0.199	0.265	3.42928037466745e-11	-0.0924865891559734	PPIB
