p_val	avg_diff	pct.1	pct.2	p_val_adj	avg_logFC	gene
7.52801542664248e-154	0.30839785990857	0.263	0.1	1.5056030853285e-150	0.30839785990857	FOLR3
2.40238489017594e-88	0.883722074955793	0.219	0.103	4.80476978035189e-85	0.883722074955793	TXNDC15
6.98089134617896e-64	-2.80746903028371	0.999	1	1.39617826923579e-60	-2.80746903028371	LYZ
3.60309405949475e-48	0.0873640056234461	0.125	0.057	7.2061881189895e-45	0.0873640056234461	TIPARP
5.96803050326084e-44	-0.142319782844095	0.162	0.252	1.19360610065217e-40	-0.142319782844095	DUSP6
8.25383247828813e-27	0.361120981367958	0.596	0.508	1.65076649565763e-23	0.361120981367958	UBC
5.976929073007e-26	0.253814204189574	0.462	0.383	1.1953858146014e-22	0.253814204189574	IL8
1.75490899110088e-24	-0.128327347819135	0.29	0.361	3.50981798220175e-21	-0.128327347819135	ZFP36L2
3.27120866145892e-24	0.0845449760319399	0.227	0.166	6.54241732291784e-21	0.0845449760319399	CDKN1A
1.98023195152364e-22	0.0686749581219102	0.189	0.134	3.96046390304727e-19	0.0686749581219102	MAP3K8
1.15270056972439e-21	-0.560217374918941	0.638	0.741	2.30540113944877e-18	-0.560217374918941	MNDA
3.29887637029241e-21	-0.0644459467744477	0.092	0.143	6.59775274058482e-18	-0.0644459467744477	GIMAP4
6.05299244620416e-20	0.072204939201049	0.135	0.09	1.21059848924083e-16	0.072204939201049	THBS1
7.36087906393788e-20	-0.923788487317764	0.81	0.887	1.47217581278758e-16	-0.923788487317764	CD52
3.42660187163839e-19	-0.0575387263830757	0.068	0.112	6.85320374327678e-16	-0.0575387263830757	CXCR4
7.5692462826967e-19	-0.0461953840599344	0.069	0.111	1.51384925653934e-15	-0.0461953840599344	RGS18
3.87924784014815e-18	-0.473594004802329	0.585	0.675	7.7584956802963e-15	-0.473594004802329	LGALS2
1.47341271707658e-17	-0.178323659749137	0.416	0.486	2.94682543415316e-14	-0.178323659749137	CEBPD
5.28405411710408e-17	-0.116249229881908	0.274	0.337	1.05681082342082e-13	-0.116249229881908	TUBA1A
1.06453796453695e-16	0.0576754633179138	0.129	0.087	2.1290759290739e-13	0.0576754633179138	CYP1B1
1.39634059092154e-15	-0.0928699608493241	0.212	0.26	2.79268118184308e-12	-0.0928699608493241	EGR1
7.35163243011589e-15	0.0649874741130082	0.205	0.158	1.47032648602318e-11	0.0649874741130082	GADD45B
6.71711129757382e-14	0.0529532138105659	0.145	0.103	1.34342225951476e-10	0.0529532138105659	SULT1A1
1.66838544079809e-13	-0.196343306065055	0.424	0.49	3.33677088159618e-10	-0.196343306065055	RGS2
2.71135465101274e-13	-0.0702076863187692	0.122	0.171	5.42270930202547e-10	-0.0702076863187692	HLA-DQA1
6.29168719136561e-12	-0.0577505065694159	0.14	0.183	1.25833743827312e-08	-0.0577505065694159	POU2F2
